,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
510,CVS Store #03098,123 WINDERMERE AVE.,Greenwood Lake,Orange,NY,10925,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-74.29208, 41.22621]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1649374406.0,CVS Pharmacy,
511,HY-VEE PHARMACY (1895),7101 University Avenue,Windsor Heights,Polk,IA,50324,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-93.71552, 41.60096]}",2022-10-03T00:00:00.000,ACTIVE,16.0,1174553713.0,,
512,CVS Store #04909,3680 HWY 14,Millbrook,Elmore,AL,36054,00069-1085-30,Paxlovid,22.0,"{'type': 'Point', 'coordinates': [-86.37607, 32.51581]}",2022-09-30T00:00:00.000,ACTIVE,1.0,1952404675.0,CVS Pharmacy,
513,KING SOOPERS PHARMACY 62000074,1275 EAGLE DR,Loveland,Larimer,CO,80537,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-105.099499, 40.379585]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1689619355.0,,
514,CVS Store #00860,"MAIN ST, 6 POST OFFICE SQUARE",Harwichport,Barnstable,MA,2646,00069-1085-30,Paxlovid,37.0,"{'type': 'Point', 'coordinates': [-70.08111, 41.66784]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1245328665.0,CVS Pharmacy,
515,CVS STORE #10159,2014 WEST 21ST AVE N,Wichita,Sedgwick,KS,67203,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-97.36403, 37.72286]}",2022-09-30T00:00:00.000,ACTIVE,17.0,1528404274.0,CVS Pharmacy,
516,Meijer Store 274,1600 Port Washington Road,Grafton,Ozaukee,WI,53024,00006-5055-06,Lagevrio (molnupiravir),13.0,"{'type': 'Point', 'coordinates': [-87.92271, 43.31454]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1730574864.0,Deliver to Pharmacy,
517,ALLCARE RX  HEALTHCARE SERVICES,112 South Oxley Drive,Lyons,Toombs,GA,30436,00069-1085-30,Paxlovid,72.0,"{'type': 'Point', 'coordinates': [-82.34435, 32.20368]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1063460475.0,,
518,WALGREENS STORE #17946,3813 DYLAN PL,Lexington,Fayette,KY,40514,00006-5055-06,Lagevrio (molnupiravir),33.0,"{'type': 'Point', 'coordinates': [-84.55108, 37.98179]}",2022-09-29T00:00:00.000,ACTIVE,18.0,1356864557.0,,
519,CVS Store #08926,983 IL ROUTE 59,Antioch,Lake,IL,60002,00006-5055-06,Lagevrio (molnupiravir),3.0,"{'type': 'Point', 'coordinates': [-88.10411, 42.47644]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1871729988.0,CVS Pharmacy,
520,YOUNGS DRUG STORE,88960 HWY 9,Lineville,Clay,AL,36266,00069-1085-30,Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-85.752165, 33.310864]}",2022-08-29T00:00:00.000,UNKNOWN INVENTORY,1.0,1184738148.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
521,Stop and Shop Store # 645,1309 CORBIN AVENUE,New Britain,Hartford,CT,6053,00069-1085-30,Paxlovid,67.0,"{'type': 'Point', 'coordinates': [-72.805995, 41.669218]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1922030899.0,,
522,Walmart Pharmacy #1967,1105 Boston Rd,Springfield,Hampden,MA,1119,00069-1085-30,Paxlovid,21.0,"{'type': 'Point', 'coordinates': [-72.507, 42.13599]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1194742486.0,,
523,CVS Store #00492,2100 ACUSHNET AVENUE,New Bedford,Bristol,MA,2745,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-70.922465, 41.679225]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1730288192.0,CVS Pharmacy,
524,SAMS CLUB PHARMACY #8128,4100 W WILLOW KNOLLS DR,Peoria,Peoria,IL,61615,00006-5055-06,Lagevrio (molnupiravir),144.0,"{'type': 'Point', 'coordinates': [-89.65584, 40.77244]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1114944402.0,,
525,CARING PHARMACY,2541 Kensington Avenue,Philadelphia,Philadelphia,PA,19125,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-75.12812, 39.988155]}",2022-10-04T00:00:00.000,ACTIVE,39.0,1477651404.0,,
526,Rite Aid 04447,4515 EAST MOUNT MORRIS ROAD,Mount Morris,Genesee,MI,48458,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-83.61847, 43.12098]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1932218476.0,,
527,GOODLAND REGIONAL MEDICAL CENTER,220 W. 2nd Street,Goodland,Sherman,KS,67735,00310-7442-02,Evusheld,44.0,"{'type': 'Point', 'coordinates': [-101.71343, 39.3577]}",2022-10-03T00:00:00.000,ACTIVE,17.0,,,
528,SUNSET TERRACE FAM HC - NYU LANGONE,514 49th St,Brooklyn,Kings,NY,11220,00006-5055-06,Lagevrio (molnupiravir),400.0,"{'type': 'Point', 'coordinates': [-74.00921, 40.645145]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1134405699.0,Pharmacy,
529,WALGREENS STORE #12558,571 JOHN FITCH HWY,Fitchburg,Worcester,MA,1420,00069-1085-30,Paxlovid,211.0,"{'type': 'Point', 'coordinates': [-71.77852, 42.58498]}",2022-09-29T00:00:00.000,ACTIVE,22.0,1265447460.0,,
530,WALGREENS STORE #17161,11910 LIBERTY AVE,South Richmond Hill,Queens,NY,11419,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-73.823615, 40.68625]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1003332131.0,,
531,CVS Store #00257,107 WEST ST.,Pittsfield,Berkshire,MA,1201,00069-1085-30,Paxlovid,67.0,"{'type': 'Point', 'coordinates': [-73.258475, 42.447455]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1396844742.0,CVS Pharmacy,
532,WALGREENS STORE #12074,308 N MAIN ST,Hebron,Porter,IN,46341,00069-1101-20,Renal Paxlovid,21.0,"{'type': 'Point', 'coordinates': [-87.200755, 41.321425]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1578578696.0,,
533,KROGER PHARMACY 02500465,400 W MOULTRIE DR,Blytheville,Mississippi,AR,72315,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-89.907095, 35.937165]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1407880255.0,,
534,WALGREENS STORE #05899,181 S CLAYTON ST,Lawrenceville,Gwinnett,GA,30046,00069-1085-30,Paxlovid,31.0,"{'type': 'Point', 'coordinates': [-83.98688, 33.947365]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1922013127.0,,
535,REMEDY DRUG,8511 W MARKHAM ST,Little Rock,Pulaski,AR,72205,00069-1085-30,Paxlovid,21.0,"{'type': 'Point', 'coordinates': [-92.36936, 34.75248]}",2022-09-28T00:00:00.000,ACTIVE,4.0,1235475427.0,,
536,Walmart Pharmacy #1307,2080 N State Route 50,Bourbonnais,Kankakee,IL,60914,00006-5055-06,Lagevrio (molnupiravir),40.0,"{'type': 'Point', 'coordinates': [-87.84712, 41.19043]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1851318125.0,,
537,WALGREENS STORE #19449,158 CHERRY ST,Burlington,Chittenden,VT,5401,00006-5055-06,Lagevrio (molnupiravir),43.0,"{'type': 'Point', 'coordinates': [-73.211603, 44.47971]}",2022-09-29T00:00:00.000,ACTIVE,46.0,1215451851.0,,
538,PARTNERS Memorial Home at Paramus,1 Veterans Drive,Paramus,Bergen,NJ,7652,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.09033, 40.85993]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1508244237.0,,
539,Walmart Pharmacy #3792,2687 N Memorial Dr,Lancaster,Fairfield,OH,43130,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-82.64223, 39.73993]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1285810671.0,,
540,CVS Store #00776,850 BRONX RIVER RD,Yonkers,Westchester,NY,10708,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-73.84302, 40.92728]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1770681322.0,18 FLEETWOOD PLAZA,
541,WALGREENS STORE #05727,13242 WICKER AVE,Cedar Lake,Lake,IN,46303,00069-1085-30,Paxlovid,26.0,"{'type': 'Point', 'coordinates': [-87.47145, 41.37755]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1770598815.0,,
542,CVS Store #06556,651 EAST MAIN STREET,Danville,Hendricks,IN,46122,00069-1085-30,Paxlovid,36.0,"{'type': 'Point', 'coordinates': [-86.512105, 39.75929]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1134222813.0,CVS Pharmacy,
543,WALGREENS STORE #07474,751 RICHMOND RD,Richmond Heights,Cuyahoga,OH,44143,00006-5055-06,Lagevrio (molnupiravir),41.0,"{'type': 'Point', 'coordinates': [-81.488215, 41.54209]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1518972561.0,,
544,PRUETTS FOOD PHARMACY No 7,601 E WYANDOTTE AVE,Mcalester,Pittsburg,OK,74501,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-95.76245, 34.92754]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1467972539.0,,
545,WALGREENS STORE #07148,510 E 30TH AVE,Hutchinson,Reno,KS,67502,00006-5055-06,Lagevrio (molnupiravir),30.0,"{'type': 'Point', 'coordinates': [-97.921057, 38.08709]}",2022-09-29T00:00:00.000,ACTIVE,17.0,1497760615.0,,
546,Lanai Community Health Center,333 Sixth Street,Lanai City,Maui,HI,96763,00069-1085-30,Paxlovid,44.0,"{'type': 'Point', 'coordinates': [-156.92107, 20.82633]}",2022-10-01T00:00:00.000,ACTIVE,12.0,1043617103.0,,
547,CVS Store #16088,35401 WARREN RD,Westland,Wayne,MI,48185,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-83.39087, 42.33686]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1336221704.0,CVS Pharmacy,
548,CVS Store #02930,4595 E. FLAMINGO RD.,Las Vegas,Clark,NV,89121,00069-1085-30,Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-115.07426, 36.11439]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1578662888.0,CVS Pharmacy,
549,WALGREENS STORE #07877,7398 WOOSTER PIKE,Cincinnati,Hamilton,OH,45227,00006-5055-06,Lagevrio (molnupiravir),43.0,"{'type': 'Point', 'coordinates': [-84.36012, 39.14252]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1407861404.0,,
550,PRIMARY CARE ASSOCIATES,4100 LAKE OTIS PKWY STE 322,Anchorage,Anchorage,AK,99508,00069-1101-20,Renal Paxlovid,14.0,"{'type': 'Point', 'coordinates': [-149.84012, 61.18332]}",2022-10-04T00:00:00.000,ACTIVE,2.0,1093121881.0,,
551,Walmart Pharmacy #2275,5720 College Corner Pike,Oxford,Butler,OH,45056,00006-5055-06,Lagevrio (molnupiravir),35.0,"{'type': 'Point', 'coordinates': [-84.76955, 39.5279]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1710904909.0,,
552,CVS Store #06101,8560 WINTON RD.,Cincinnati,Hamilton,OH,45231,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-84.516565, 39.223055]}",2022-09-30T00:00:00.000,ACTIVE,36.0,1508969023.0,CVS Pharmacy,
553,PRESBYTERIAN HIGH RESORT INFUSION,4100 HIGH RESORT BLVD SE Suite 102,Rio Rancho,Sandoval,NM,87124,00310-7442-02,Evusheld,36.0,"{'type': 'Point', 'coordinates': [-106.654239, 35.24817]}",2022-09-30T00:00:00.000,ACTIVE,32.0,,,
554,WALGREENS STORE #01988,1915 WISCONSIN AVE,Grafton,Ozaukee,WI,53024,00006-5055-06,Lagevrio (molnupiravir),53.0,"{'type': 'Point', 'coordinates': [-87.959255, 43.308345]}",2022-09-29T00:00:00.000,ACTIVE,50.0,1245284272.0,,
555,WALGREENS STORE #05103,5932 W CERMAK RD,Cicero,Cook,IL,60804,00006-5055-06,Lagevrio (molnupiravir),146.0,"{'type': 'Point', 'coordinates': [-87.7729, 41.85124]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1770590762.0,,
556,CVS Store #16939,1150 OLD COUNTRY RD,Riverhead,Suffolk,NY,11901,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-72.680155, 40.933245]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1760404313.0,CVS Pharmacy,
557,CVS Store #10861,8491 FARM RD.,Las Vegas,Clark,NV,89131,00069-1101-20,Renal Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-115.27924, 36.299080000000004]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1528581865.0,CVS Pharmacy,
558,CVS Store #08119,295 S. LIVERNOIS,Rochester Hills,Oakland,MI,48307,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-83.15157, 42.67904]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1306948641.0,CVS Pharmacy,
559,HY-VEE PHARMACY #2 (1464),18101 West 119th Street,Olathe,Johnson,KS,66061,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-94.7952, 38.91112]}",2022-10-03T00:00:00.000,ACTIVE,17.0,1841218864.0,,
560,CVS Store #02144,1396 SECOND AVENUE,New York,New York,NY,10021,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-73.95796, 40.76916]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1083718845.0,CVS Pharmacy,
561,Rite Aid 01767,2801 W. DAUPHIN STREET,Philadelphia,Philadelphia,PA,19132,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-75.17908, 39.99096]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1063502185.0,,
562,CVS Store #09964,170 LEMMON DR,Reno,Washoe,NV,89506,00006-5055-06,Lagevrio (molnupiravir),6.0,"{'type': 'Point', 'coordinates': [-119.84801, 39.61217]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1609819499.0,CVS Pharmacy,
563,KING SOOPERS PHARMACY 62000089,1150 US HIGHWAY 287,Broomfield,Boulder,CO,80020,00006-5055-06,Lagevrio (molnupiravir),9.0,"{'type': 'Point', 'coordinates': [-105.0885, 39.93379]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1205872397.0,,
564,Polaris Pharmacy of MI - STATE HPOP,9131 General Court,Plymouth,Wayne,MI,48170,00069-1101-20,Renal Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-83.45477, 42.355195]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1356843791.0,,
565,Walmart Pharmacy #3568,3180 S 5600 W,West Valley City,Salt Lake,UT,84120,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-112.026747, 40.702195]}",2022-10-03T00:00:00.000,ACTIVE,45.0,1164449369.0,,
566,Stop and Shop Store # 79,949 GRAFTON STREET,Worcester,Worcester,MA,1604,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-71.75813, 42.24719]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1912939893.0,,
567,CVS STORE #06205,10490 SHELBYVILLE RD.,Louisville,Jefferson,KY,40223,00006-5055-06,Lagevrio (molnupiravir),46.0,"{'type': 'Point', 'coordinates': [-85.560065, 38.244755]}",2022-09-30T00:00:00.000,ACTIVE,18.0,1578666210.0,CVS Pharmacy,
568,Walmart Pharmacy #2745,2690 E Citizens Dr,Fayetteville,Washington,AR,72703,00069-1085-30,Paxlovid,26.0,"{'type': 'Point', 'coordinates': [-94.12289, 36.089435]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1376562355.0,,
569,Walmart Pharmacy #1967,1105 Boston Rd,Springfield,Hampden,MA,1119,00006-5055-06,Lagevrio (molnupiravir),10.0,"{'type': 'Point', 'coordinates': [-72.507, 42.13599]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1194742486.0,,
570,Meijer Store 142,4702 MILAN RD,Sandusky,Erie,OH,44870,00006-5055-06,Lagevrio (molnupiravir),13.0,"{'type': 'Point', 'coordinates': [-82.66354, 41.4111]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1457415598.0,Deliver to Pharmacy,
571,WALGREENS STORE #16272,615 PIIKOI ST,Honolulu,Honolulu,HI,96814,00069-1085-30,Paxlovid,39.0,"{'type': 'Point', 'coordinates': [-157.845565, 21.295235]}",2022-09-29T00:00:00.000,ACTIVE,12.0,1366823114.0,STE 105,
572,CVS Store #01157,1242 PARKER ST,Springfield,Hampden,MA,1129,00069-1085-30,Paxlovid,45.0,"{'type': 'Point', 'coordinates': [-72.49862, 42.11388]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1417259391.0,CVS Pharmacy,
573,Rite Aid 03194,5447 MAIN STREET,Williamsville,Erie,NY,14221,00006-5055-06,Lagevrio (molnupiravir),3.0,"{'type': 'Point', 'coordinates': [-78.75004, 42.96186]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1922118777.0,,
574,Rite Aid 04420,1002 EAST GRAND RIVER AVE.,Howell,Livingston,MI,48843,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-83.917722, 42.603465]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1467561936.0,,
575,Walmart Pharmacy #5409,7725 Hoke Rd,Clayton,Montgomery,OH,45315,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-84.33504, 39.85648]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1770500878.0,,
576,ChristianaCare Union Hospital (UHCC,106 Bow Street,Elkton,Cecil,MD,21921,00002-7589-01,Bebtelovimab,23.0,"{'type': 'Point', 'coordinates': [-75.832005, 39.608565]}",2022-09-29T00:00:00.000,ACTIVE,21.0,1659436798.0,,
577,CVS Store #06875,930 N. GOSPEL ST,Paoli,Orange,IN,47454,00069-1085-30,Paxlovid,37.0,"{'type': 'Point', 'coordinates': [-86.46387, 38.56685]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1174626865.0,CVS Pharmacy,
578,WALGREENS STORE #04895,2400 N MAY AVE,Oklahoma City,Oklahoma,OK,73107,00069-1101-20,Renal Paxlovid,19.0,"{'type': 'Point', 'coordinates': [-97.565087, 35.493675]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1063427037.0,,
579,Walmart Pharmacy #4607,3735 PALOMAR CENTRE DR,Lexington,Fayette,KY,40513,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-84.571445, 38.00445]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1437330040.0,,
580,CVS Store #16485,1441 CORAL RIDGE AVE,Coralville,Johnson,IA,52241,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-91.599095, 41.691065]}",2022-09-30T00:00:00.000,ACTIVE,16.0,1710281670.0,CVS Pharmacy,
581,SOUTHERN PHARMACARE,755 South Main Street,Baxley,Appling,GA,31513,00069-1085-30,Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-82.3526, 31.76801]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1902483712.0,,
582,Walmart Pharmacy #247,605 E Main St,Henryetta,Okmulgee,OK,74437,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-95.975691, 35.439844]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1205853314.0,,
583,COSTCO PHARMACY # 380,2746 N. CLYBOURN AVE.,Chicago,Cook,IL,60614,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-87.67756, 41.93108]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1407966013.0,,
584,CVS Store #03882,450 PEACHTREE PKWY.,Cumming,Forsyth,GA,30041,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-84.174735, 34.151745]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1083879571.0,CVS Pharmacy,
585,WALGREENS STORE #09621,315 FAIRVIEW RD,Ellenwood,Clayton,GA,30294,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-84.24681, 33.61807]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1063427185.0,,
586,CVS Store #03112,"5547 N. CROATAN HWY., UNIT 26",Southern Shores,Dare,NC,27949,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-75.72358, 36.08324]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1245333939.0,CVS Pharmacy,
587,Stop and Shop Store # 2581,156-01 CROSSBAY BLVD,Howard Beach,Queens,NY,11414,00006-5055-06,Lagevrio (molnupiravir),48.0,"{'type': 'Point', 'coordinates': [-73.84033, 40.66281]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1063881803.0,,
588,Walmart Pharmacy #73,1002 W Taft Ave,Sapulpa,Creek,OK,74066,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-96.134385, 35.986125]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1588681696.0,,
589,Walmart Pharmacy #5098,1970 S University Blvd,Mobile,Mobile,AL,36609,00069-1085-30,Paxlovid,14.0,"{'type': 'Point', 'coordinates': [-88.16161, 30.6508]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1891712105.0,,
590,AFC Urgent Care Shelton,389 Bridgeport Ave.,Shelton,Fairfield,CT,6484,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-73.109542, 41.294699]}",2022-10-03T00:00:00.000,ACTIVE,7.0,,,
591,Walmart Pharmacy #5414,580 Route 9,Lanoka Harbor,Ocean,NJ,8734,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-74.17911, 39.85855]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1710117015.0,,
592,CVS Store #05613,21 NORTH CAROLINA ST.,Hartwell,Hart,GA,30643,00069-1101-20,Renal Paxlovid,13.0,"{'type': 'Point', 'coordinates': [-82.93303, 34.35326]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1891898631.0,CVS Pharmacy,
593,WALGREENS STORE #17144,59 HIGHWAY 15 N,Jackson,Breathitt,KY,41339,00006-5055-06,Lagevrio (molnupiravir),105.0,"{'type': 'Point', 'coordinates': [-83.38229, 37.55707]}",2022-09-29T00:00:00.000,ACTIVE,18.0,1295258663.0,,
594,Walmart Pharmacy #3608,6067 N Ridge Rd,Madison,Lake,OH,44057,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-81.07074, 41.80215]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1124045224.0,,
595,WALGREENS STORE #09629,4398 ATLANTA HWY,Loganville,Gwinnett,GA,30052,00069-1085-30,Paxlovid,44.0,"{'type': 'Point', 'coordinates': [-83.90108, 33.83815]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1245255546.0,,
596,CVS Store #00673,31-33 MAIN STREET,Rutland,Rutland,VT,5701,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-72.97287, 43.61102]}",2022-09-30T00:00:00.000,ACTIVE,46.0,1225132038.0,CVS Pharmacy,
597,WALGREENS STORE #11205,6005 N 72ND ST,Omaha,Douglas,NE,68134,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-96.02321, 41.313225]}",2022-09-29T00:00:00.000,ACTIVE,28.0,1538355805.0,,
598,CARE FAST PHARMACY INC,3771 Nostrand Ave,Brooklyn,Kings,NY,11235,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-73.94005, 40.59194]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1710315957.0,,
599,WALGREENS STORE #10799,409 S COLUMBIA AVE,Rincon,Effingham,GA,31326,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-81.22858, 32.27338]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1720275308.0,,
600,CVS Store #06883,402 W. BROADWAY ST.,Loogootee,Martin,IN,47553,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-86.91528, 38.67269]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1013010735.0,CVS Pharmacy,
601,CVS Store #00272,"401 GLOUCESTER CROSSING ROAD,",Gloucester,Essex,MA,1930,00069-1085-30,Paxlovid,40.0,"{'type': 'Point', 'coordinates': [-70.65854, 42.62378]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1114026564.0,CVS Pharmacy,
602,CVS Store #17232,7779 S JORDAN LANDING BLVD,West Jordan,Salt Lake,UT,84084,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-111.98395, 40.610335]}",2022-09-30T00:00:00.000,ACTIVE,45.0,1083798680.0,CVS Pharmacy,
603,WEGMANS FOOD MARKETS INC.,1315 Cold Spring Road,Scranton,Lackawanna,PA,18508,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-75.63948, 41.46998]}",2022-10-04T00:00:00.000,ACTIVE,39.0,1023087020.0,Wegmans,
604,CVS Store #10827,3536 BROADWAY,New York,New York,NY,10031,00006-5055-06,Lagevrio (molnupiravir),13.0,"{'type': 'Point', 'coordinates': [-73.95057, 40.82609]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1578044533.0,CVS Pharmacy,
605,"TOWNSHIP PHARMACY,LLC",108 WEST 1325 NORTH,Cedar City,Iron,UT,84721,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-113.06489, 37.7013]}",2022-09-30T00:00:00.000,ACTIVE,45.0,1942211438.0,,
606,WALGREENS STORE #05332,101 PRESIDENT ST,Passaic,Passaic,NJ,7055,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-74.122521, 40.873454]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1427063411.0,,
607,CVS Store #06253,4700 LINCOLN AVE.,Evansville,Vanderburgh,IN,47714,00069-1085-30,Paxlovid,42.0,"{'type': 'Point', 'coordinates': [-87.49296, 37.96961]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1447353966.0,CVS Pharmacy,
608,Walmart Pharmacy #2903,66 Parkhurst Rd # 4,Chelmsford,Middlesex,MA,1824,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-71.36135, 42.62349]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1043238462.0,,
609,UAB SPECIALTY PHARMACY,601 19TH STREET SOUTH,Birmingham,Jefferson,AL,35249,00069-1085-30,Paxlovid,89.0,"{'type': 'Point', 'coordinates': [-86.89577, 33.51228]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1437253168.0,4TH FLOOR QUARTERBACK TOWER,
